content
Fraud kar rahe h ye chori karta h inka staff.please don't purchase.
Crashing
Good
Maine tomato catchup extra bhejne ko bola tha vo bhi nhi bhej paye or 15 minute m delivery Dene ka show krta h or aata h 40 min m thanda pizza
Bad app doesnot work anytime always i fill my cart and after sometime all items get deleted by itself...al my 15 20 min waste everytime
"Cant even proceed to cart for place the order worst app ever seen, always they have some excuses. Just worst app with worst management."
Delivery is bad sometimes and there is always a glitch in tracking section as the location of the delivery guy remains the same and we can't track it anyway.
Poor app paisa refund nhi karte Or delivery bhi nhi pahuchate fake app he lakhimpur la poor restaurant he
Good app for all things groceries and restaurant food is awesome
Very nice
Very bad i order but tell us no delivery
It app ok
fraud
The product here is very good and arrives very quickly. this is very helpful
"I am unable to login after the new update , gives account is locked error after entering OTP"
I like. Because it's food & service are very good. Happy independence day
When you take home delivery of something and then u complaint regarding that then someone says we are providing you next parcel please wait..The n receptionist call u and says that sir this is the original gravy of our recipe maybe u don't know the taste of food there is some issue but our Quality is number 1.. Everything is fine sir..please eat that food this is the staff behavior and this is the Quality atithi restaurant is providing. WORST TASTE
Very Bad experience with Atithi grocery. They Delivered seal broken items and Near Expiry items even i got the same month expiry product of this Year which delivered in july. Very very bad experience. Mostly Expired or Near Expiry items sold.
"DO NOT USE THIS FRAUD APP..!! This is the worst app in terms of app bugs and the restaurant service. They are looting people's hard earned money by giving them offer to get 20% cashback into wallet and then a customer cannot even use their wallet money.. also when told query over call, the employees are giving rubbish and illogical reasons like asking to restart the phone or empty the cart then wallet money would come back. They all are uneducated and unprofessional..!!"
Very bad online delivery. I ordered at 9 pm. The delivery boy delivered it on 10.30 pm and when I opened it was wrong item. Then he came back to collect it on 11 pm. After that I ordered from another restaurant. I am very disappointed with this restaurant.
Sometimes vegetables are stale
Nice experience service is good I got my order on time properly everytime
Good experience I am fully satisfied with products and fast delivery some time delay but overall good service 🙂..
Very Bad behaviour Grocery manager I am not satisfied this type language
very late delivery
Very poor experience
Bakwas
Ghatiya
Behaviour of staff is very rude
Very poor
Worst experience
Perfect app for every one for all grocery.
Good app so much good and honest workers keep it up thank for all of yours convenience 🤩🤗❤️👍👍👍
Meri bahan har mahine rasan magati h Very nice service
The prices are high and the management is rude
Very usefull app
Food Delivery always be poor.
They are all an idiot I ordered a patanjali product and haven't received it yet and then too it says it is delivered. Idiots
Worst experience This Time We ordered Onion Dosa And there surprisingly Ghere was no onion in the batter. Only it was roated and sprinkled on the Top Of The Dosa. Also They Have Not Mentioned That There Will Be Green Chilli Mixed. So This was the worst experience. I Do Not Recommend Any One To Eat Dosa Here.
Very poor food Quality of this hotal they can't worth for our money and charging rates to high
BEST APP GROSERY( LAKHIMPUR )
Very good app for every requrement in your hand
Price remains the same even after updating and install again and again due to which my two orders were canceled .
Fantastic app for food 👍grocery 😋 service is amazing 👏 customer talking sense is very gently I like it 👌 best app for shopping here in lmp 😊thanks 😊😀
Worst app ever to order food in Lakhimpur If you want to order dinner from atithi then you have to order it in morning then only you will recieve for dinner
Sometimes delays but overall better experience in food and service 😌
Better
"They are cheating and doing fraud against wallet amount. Make ur money expired in one month, without any message or email. They give only excuses for any thing related with app. Worst app & wallet policy. Don't use this app."
"Good service , delicious food best restaurants in Lakhimpur ,,,,"
"ATITHI is selling some items more than M R P. They have nutral iffect of complaint or feedback. Even not ready to listen , what customer is saying about your product ,rate or services.I have bought some items on 20.08.2021,which were billed on more than M R P, but their feedback team is expert enough to explain that M R P is nothing. We are selling items based on market. The one thing that you can't say your issue to any responsible person or owner is very special."
